Time (h),Cum. Gas Inj (SCC),Cum. Gas Prod. (SCC),Cum Oil Prod. (SCC),Pressure (atm)
6.47,6446.02,4883.87,4.14,255.11
6.48,6466.04,4886.12,4.14,255.07
6.49,6477.97,4897.33,4.11,255.06
6.5,6481.83,4899.43,4.11,255.07
6.51,6497.8,4905.84,4.12,255.04
6.52,6509.54,4919.15,4.12,255.06
6.53,6509.68,4921.1,4.12,255.08
6.54,6513.21,4932.01,4.12,255.1
6.55,6521.42,4923.63,4.17,255.1
6.56,6529,4932.74,4.17,255.1
6.57,6548.83,4945.9,4.15,255.08
6.58,6561.07,4954.27,4.17,255.07
6.59,6564.61,4964.73,4.17,255.08
6.6,6568.79,4971.01,4.14,255.1
6.61,6576.37,4969.82,4.14,255.1
6.62,6584.09,4982.98,4.16,255.12
6.63,6608.43,4978.48,4.16,255.07
6.64,6596.16,4994.63,4.16,255.14
6.65,6608.08,4996.58,4.16,255.12
6.66,6624.04,5012.86,4.19,255.1
6.67,6631.77,5010.48,4.14,255.12
6.68,6643.69,5021.24,4.14,255.11
6.69,6643.53,5026.33,4.13,255.14
6.7,6647.39,5032.6,4.13,255.15
6.71,6667.38,5040.81,4.16,255.11
6.72,6679.14,5043.21,4.16,255.12
6.73,6687.03,5053.52,4.16,255.12
6.74,6698.95,5056.95,4.16,255.11
6.75,6694.76,5062.33,4.18,255.15
6.76,6702.66,5066.82,4.18,255.15
6.77,6722.47,5072.5,4.18,255.14
6.78,6730.37,5081.76,4.18,255.14
6.79,6726.19,5100.15,4.18,255.18
6.8,6742.13,5091.18,4.2,255.15
6.81,6750.03,5097.16,4.2,255.15
6.82,6765.82,5107.93,4.17,255.15
6.83,6773.71,5115.85,4.17,255.15
6.84,6777.59,5124.21,4.19,255.16
6.85,6793.53,5126.9,4.19,255.14
6.86,6785.33,5135.12,4.21,255.19
6.87,6813.19,5145.14,4.23,255.15
6.88,6809.02,5153.66,4.23,255.19
6.89,6812.89,5156.5,4.2,255.21
6.9,6828.83,5164.13,4.2,255.18
6.91,6832.71,5172.64,4.2,255.19
6.92,6848.5,5172.78,4.24,255.19
6.93,6860.42,5180.86,4.2,255.18
6.94,6860.27,5199.7,4.2,255.21
6.95,6868.17,5197.3,4.22,255.21
6.96,6884.1,5197.3,4.22,255.18
6.97,6899.9,5210.3,4.28,255.18
6.98,6904.09,5212.84,4.25,255.19
6.99,6915.69,5221.21,4.25,255.18
7,6911.85,5229.14,4.25,255.22
7.01,6927.46,5237.35,4.27,255.19
7.02,6951.6,5250.37,4.22,255.16
7.03,6947.45,5255.75,4.22,255.21
7.04,6967.39,5264.85,4.26,255.16
7.05,6959.23,5264.41,4.26,255.22
7.06,6971.14,5272.93,4.24,255.21
7.07,6990.95,5278.3,4.27,255.19
7.08,7002.86,5296.4,4.27,255.18
7.09,7006.74,5302.67,4.28,255.19
7.1,7010.62,5296.84,4.28,255.21
7.11,7010.5,5313.28,4.28,255.23
7.12,7034.31,5321.06,4.25,255.21
7.13,7042.21,5328.98,4.26,255.21
7.14,7050.11,5335.1,4.26,255.21
7.15,7049.98,5337.34,4.31,255.23
7.16,7057.88,5342.28,4.31,255.23
7.17,7077.68,5356.34,4.24,255.22
7.18,7085.58,5355.89,4.24,255.22
7.19,7097.48,5366.95,4.26,255.21
7.2,7101.37,5369.64,4.26,255.22
7.21,7113.28,5377.27,4.25,255.21
7.22,7121.06,5391.01,4.28,255.23
7.23,7132.96,5401.77,4.28,255.22
7.24,7140.86,5409.99,4.31,255.22
7.25,7144.75,5415.07,4.31,255.23
7.26,7144.63,5418.06,4.31,255.26
7.27,7160.43,5421.05,4.31,255.26
7.28,7160.32,5431.06,4.34,255.29
7.29,7176.23,5436.89,4.34,255.26
7.3,7200.14,5447.52,4.25,255.21
7.31,7192.02,5447.96,4.25,255.26
7.32,7207.82,5464.1,4.3,255.26
7.33,7227.72,5474.56,4.32,255.22
7.34,7227.62,5480.09,4.32,255.25
7.35,7239.51,5479.64,4.34,255.23
7.36,7235.41,5488.16,4.34,255.27
7.37,7251.2,5499.21,4.34,255.27
7.38,7259.1,5509.98,4.34,255.27
7.39,7275,5517.46,4.35,255.25
7.4,7286.9,5514.76,4.35,255.23
7.41,7290.8,5523.28,4.34,255.25
7.42,7306.59,5536.59,4.32,255.25
7.43,7310.49,5542.27,4.32,255.26
7.44,7322.7,5550.48,4.35,255.25
7.45,7322.29,5552.73,4.35,255.27
7.46,7346.49,5560.5,4.35,255.22
7.47,7354.29,5561.54,4.38,255.25
7.48,7357.88,5574.1,4.36,255.26
7.49,7374.08,5588,4.36,255.23
7.5,7369.68,5587.7,4.4,255.27
7.51,7397.87,5593.23,4.4,255.21
7.52,7397.68,5604,4.36,255.26
7.53,7405.58,5614.91,4.32,255.26
7.54,7405.49,5617.75,4.32,255.29
7.55,7413.39,5625.97,4.32,255.29
7.56,7421.29,5626.55,4.37,255.29
7.57,7445.07,5642.25,4.38,255.26
7.58,7448.98,5650.18,4.38,255.27
7.59,7452.88,5646.74,4.41,255.29
7.6,7468.76,5658.24,4.41,255.26
7.61,7468.68,5663.78,4.38,255.29
7.62,7484.48,5682.46,4.39,255.29
7.63,7496.36,5676.93,4.39,255.27
7.64,7508.25,5687.84,4.39,255.26
7.65,7516.15,5696.06,4.41,255.26
7.66,7528.04,5703.98,4.41,255.25
7.67,7535.86,5716.99,4.41,255.27
7.68,7547.74,5715.05,4.38,255.26
7.69,7559.63,5725.51,4.38,255.25
7.7,7563.54,5725.51,4.42,255.26
7.71,7575.42,5733.13,4.42,255.25
7.72,7603.18,5747.03,4.41,255.21
7.73,7607.09,5754.96,4.39,255.22
7.74,7614.99,5763.18,4.39,255.22
7.75,7618.9,5767.97,4.39,255.23
7.76,7639.07,5765.56,4.44,255.19
7.77,7646.89,5779.03,4.38,255.22
7.78,7650.49,5779.18,4.38,255.23
7.79,7662.37,5782.46,4.38,255.22
7.8,7670.26,5792.78,4.38,255.22
7.81,7670.51,5798.45,4.41,255.25
7.82,7694.27,5816.39,4.43,255.22
7.83,7698.18,5822.51,4.43,255.23
7.84,7706.08,5822.36,4.43,255.23
7.85,7721.94,5835.82,4.39,255.21
7.86,7733.82,5830,4.39,255.19
7.87,7741.65,5846.44,4.38,255.22
7.88,7741.59,5848.68,4.43,255.25
7.89,7757.45,5851.52,4.43,255.22
7.9,7765.34,5859.3,4.41,255.22
7.91,7789.16,5865.71,4.41,255.16
7.92,7785.05,5883.95,4.44,255.23
7.93,7796.93,5892.02,4.44,255.22
7.94,7812.78,5894.71,4.43,255.19
7.95,7812.72,5900.39,4.43,255.22
7.96,7836.54,5899.79,4.46,255.16
7.97,7832.49,5910.85,4.46,255.21
7.98,7844.31,5924.75,4.48,255.22
7.99,7856.18,5927.29,4.45,255.21
8,7860.1,5932.38,4.45,255.22
8.01,7883.91,5937.75,4.5,255.16
8.02,7879.87,5938.05,4.5,255.21
8.03,7911.57,5948.51,4.5,255.15
8.04,7903.56,5955.85,4.5,255.21
8.05,7919.41,5969.9,4.46,255.18
8.06,7927.31,5981.1,4.46,255.18
8.07,7923.28,5978.4,4.52,255.22
8.08,7951.31,5994.4,4.51,255.18
8.09,7954.92,5991.71,4.51,255.19
8.1,7963.13,5997.24,4.51,255.19
8.11,7966.74,6013.68,4.51,255.21
8.12,7970.98,6000.08,4.51,255.22
8.13,7994.71,6024.14,4.51,255.19
8.14,8002.29,6029.67,4.53,255.19
8.15,8002.56,6034.9,4.53,255.22
8.16,8034.29,6034.91,4.51,255.14
8.17,8026.3,6042.98,4.51,255.19
8.18,8038.12,6046.11,4.54,255.21
8.19,8038.08,6059.11,4.55,255.23
8.2,8053.91,6059.11,4.55,255.21
8.21,8069.75,6080.65,4.49,255.18
8.22,8069.71,6083.34,4.49,255.21
8.23,8085.5,6088.27,4.52,255.21
8.24,8085.46,6094.25,4.52,255.23
8.25,8097.33,6102.17,4.53,255.22
8.26,8113.16,6112.49,4.53,255.19
8.27,8117.09,6109.64,4.55,255.21
8.28,8124.95,6128.92,4.54,255.23
8.29,8136.81,6125.94,4.54,255.22
8.3,8152.64,6142.82,4.54,255.19
8.31,8140.71,6142.52,4.54,255.26
8.32,8160.5,6145.66,4.54,255.22
8.33,8172.33,6153.44,4.53,255.23
8.34,8180.23,6153.43,4.54,255.23
8.35,8196.05,6167.04,4.54,255.21
8.36,8196.02,6178.09,4.56,255.23
8.37,8203.92,6180.63,4.56,255.23
8.38,8223.68,6191.25,4.55,255.22
8.39,8223.65,6193.5,4.55,255.25
8.4,8231.55,6202.3,4.56,255.25
8.41,8231.53,6213.07,4.56,255.27
8.42,8247.35,6213.37,4.54,255.25
8.43,8247.31,6234.15,4.57,255.3
8.44,8271.35,6223.38,4.57,255.25
8.45,8271.02,6234.74,4.56,255.27
8.46,8283.19,6242.66,4.56,255.26
8.47,8282.86,6250.58,4.59,255.29
8.48,8306.57,6258.35,4.61,255.26
8.49,8310.83,6261.19,4.61,255.27
8.5,8310.5,6267.31,4.61,255.3
8.51,8322.67,6282.72,4.59,255.29
8.52,8334.21,6285.71,4.59,255.27
8.53,8358.23,6294.22,4.59,255.25
8.54,8350.31,6296.48,4.56,255.3
8.55,8358.21,6303.96,4.56,255.3
8.56,8374.01,6303.8,4.58,255.27
8.57,8381.91,6317.55,4.58,255.27
8.58,8393.76,6328.61,4.58,255.29
8.59,8409.56,6328.61,4.58,255.26
8.6,8425.36,6328.17,4.56,255.23
8.61,8417.45,6336.54,4.56,255.29
8.62,8429.3,6341.91,4.59,255.27
8.63,8449.05,6358.35,4.6,255.26
8.64,8456.94,6361.04,4.6,255.26
8.65,8468.79,6369.41,4.6,255.25
8.66,8468.79,6371.51,4.6,255.27
8.67,8480.64,6376.59,4.6,255.26
8.68,8484.59,6390.49,4.6,255.3
8.69,8508.28,6387.49,4.66,255.25
8.7,8512.23,6403.34,4.66,255.26
8.71,8524.08,6406.04,4.64,255.25
8.72,8531.97,6409.32,4.64,255.25
8.73,8539.88,6422.19,4.59,255.27
8.74,8555.67,6425.17,4.64,255.25
8.75,8575.4,6432.94,4.64,255.21
8.76,8575.41,6430.4,4.64,255.23
8.77,8583.3,6441.01,4.64,255.23
8.78,8603.04,6454.76,4.64,255.22
8.79,8591.22,6462.39,4.64,255.29
8.8,8607.32,6460.14,4.66,255.26
8.81,8607.02,6465.22,4.66,255.29
8.82,8627.06,6473.6,4.63,255.25
8.83,8642.85,6478.83,4.65,255.25
8.84,8654.38,6489.89,4.65,255.23
8.85,8658.65,6494.97,4.65,255.25
8.86,8662.29,6492.28,4.65,255.26
8.87,8682.33,6503.05,4.6,255.22
8.88,8686.3,6508.73,4.6,255.26
8.89,8689.94,6521.73,4.64,255.27
8.9,8698.16,6521.88,4.64,255.27
8.91,8709.68,6527.11,4.66,255.26
8.92,8725.77,6529.36,4.66,255.23
8.93,8737.62,6545.79,4.68,255.25
8.94,8737.33,6548.49,4.65,255.27
8.95,8745.54,6553.87,4.65,255.27
8.96,8753.44,6556.7,4.69,255.27
8.97,8765.28,6564.48,4.69,255.26
8.98,8769.27,6577.64,4.66,255.3
8.99,8781.1,6583.46,4.66,255.29
9,8781.13,6578.22,4.7,255.31
9.01,8789.03,6589.43,4.7,255.31
9.02,8804.8,6588.84,4.7,255.29
9.03,8808.8,6608.12,4.69,255.33
9.04,8820.63,6613.2,4.69,255.31
9.05,8824.59,6613.64,4.71,255.33
9.06,8836.43,6619.17,4.71,255.31
9.07,8848.26,6629.64,4.71,255.3
9.08,8860.12,6642.95,4.68,255.31
9.09,8875.88,6651.61,4.68,255.29
9.1,8868.06,6654.01,4.68,255.34
9.11,8879.89,6654.15,4.69,255.33
9.12,8887.79,6654.74,4.69,255.33
9.13,8911.45,6667.45,4.7,255.3
9.14,8907.56,6672.54,4.7,255.34
9.15,8915.46,6681.06,4.7,255.34
9.16,8911.58,6686.88,4.7,255.38
9.17,8943.04,6697.35,4.67,255.3
9.18,8947.06,6713.35,4.68,255.34
9.19,8966.74,6713.64,4.68,255.3
9.2,8958.94,6724.7,4.69,255.36
9.21,8966.84,6727.68,4.69,255.36
9.22,8978.66,6729.62,4.76,255.34
9.23,8998.38,6737.85,4.73,255.33
9.24,9002.68,6746.07,4.73,255.34
9.25,9010.26,6754.14,4.73,255.34
9.26,9018.48,6759.08,4.72,255.34
9.27,9022.14,6762.06,4.72,255.36
9.28,9037.94,6779.09,4.73,255.36
9.29,9042.23,6786.57,4.73,255.37
9.3,9057.66,6789.41,4.73,255.34
9.31,9054.11,6791.8,4.77,255.38
9.32,9065.93,6805.84,4.77,255.37
9.33,9081.74,6808.25,4.72,255.37
9.34,9089.64,6822,4.72,255.37
9.35,9097.54,6821.26,4.71,255.37
9.36,9093.68,6835.01,4.71,255.41
9.37,9101.59,6831.42,4.75,255.41
9.38,9125.22,6853.83,4.77,255.38
9.39,9133.12,6854.13,4.77,255.38
9.4,9141.02,6870.13,4.73,255.38
9.41,9137.18,6864.6,4.73,255.42
9.42,9156.82,6875.65,4.75,255.38
9.43,9164.8,6889.26,4.75,255.41
9.44,9180.53,6891.95,4.75,255.38
9.45,9192.34,6905.69,4.75,255.37
9.46,9184.59,6905.25,4.73,255.42
9.47,9188.58,6913.33,4.73,255.44
9.48,9208.29,6927.51,4.79,255.42
9.49,9235.76,6932.3,4.78,255.36
9.5,9235.83,6940.81,4.78,255.38
9.51,9239.82,6942.92,4.76,255.4
9.52,9247.72,6964.44,4.76,255.4
9.53,9267.36,6956.38,4.73,255.36
9.54,9275.34,6972.81,4.73,255.38
9.55,9283.24,6975.65,4.76,255.38
9.56,9287.23,6980.59,4.76,255.4
9.57,9306.86,6986.55,4.78,255.36
9.58,9303.03,7008.23,4.78,255.4
9.59,9334.79,7021.24,4.77,255.34
9.6,9330.64,7018.84,4.8,255.38
9.61,9334.95,7026.17,4.8,255.4
9.62,9346.45,7032.73,4.81,255.38
9.63,9354.66,7033.94,4.81,255.38
9.64,9350.94,7051.27,4.79,255.45
9.65,9370.55,7059.2,4.79,255.41
9.66,9382.36,7067.27,4.8,255.4
9.67,9390.26,7080.42,4.8,255.4
9.68,9402.07,7085.07,4.77,255.38
9.69,9413.96,7094.17,4.82,255.4
9.7,9425.77,7099.7,4.82,255.38
9.71,9437.57,7107.04,4.8,255.37
9.72,9445.48,7112.56,4.8,255.37
9.73,9453.38,7118.24,4.8,255.37
9.74,9465.27,7133.64,4.83,255.38
9.75,9480.98,7145.15,4.8,255.36
9.76,9488.88,7136.48,4.8,255.36
9.77,9485.08,7150.38,4.82,255.4
9.78,9500.78,7155.46,4.82,255.37
9.79,9512.68,7166.23,4.81,255.38
9.8,9532.28,7176.84,4.82,255.34
9.81,9532.38,7188.34,4.82,255.37
9.82,9544.18,7188.19,4.82,255.36
9.83,9552.08,7193.42,4.83,255.36
9.84,9567.88,7204.03,4.87,255.36
9.85,9575.78,7214.94,4.87,255.36
9.86,9571.99,7218.08,4.85,255.4
9.87,9595.48,7231.68,4.85,255.34
9.88,9595.59,7233.92,4.86,255.37
9.89,9619.18,7244.84,4.81,255.34
9.9,9630.98,7249.78,4.81,255.33
9.91,9631.08,7258.3,4.81,255.36
9.92,9631.19,7257.84,4.87,255.38
9.93,9646.88,7260.53,4.87,255.36
9.94,9658.79,7279.36,4.91,255.37
9.95,9670.59,7287.89,4.84,255.36
9.96,9694.07,7292.97,4.84,255.3
9.97,9705.86,7298.5,4.85,255.29
9.98,9698.18,7301.19,4.85,255.34
9.99,9717.87,7325.85,4.84,255.33
10,9729.98,7321.98,4.84,255.31
10.01,9741.46,7330.49,4.84,255.3
10.02,9745.78,7332.89,4.84,255.31
10.03,9757.26,7344.23,4.89,255.3
10.04,9773.06,7352.01,4.89,255.3
10.05,9777.38,7352.16,4.89,255.31
10.06,9792.75,7365.02,4.9,255.29
10.07,9800.96,7362.47,4.9,255.29
10.08,9808.86,7376.22,4.92,255.29
10.09,9828.55,7383.7,4.92,255.27
10.1,9832.55,7389.39,4.86,255.29
10.11,9836.56,7389.39,4.86,255.3
10.12,9836.68,7405.82,4.9,255.33
10.13,9856.25,7406.56,4.9,255.29
10.14,9879.83,7418.53,4.93,255.26
10.15,9876.06,7416.28,4.91,255.3
10.16,9883.96,7435.71,4.91,255.3
10.17,9899.63,7437.96,4.89,255.27
10.18,9903.64,7437.81,4.89,255.29
10.19,9919.44,7453.66,4.92,255.29
10.2,9923.45,7451.26,4.92,255.3
10.21,9935.24,7456.78,4.95,255.29
10.22,9927.59,7475.47,4.95,255.34
10.23,9951.03,7475.62,4.96,255.29
10.24,9959.06,7481.01,4.9,255.31
10.25,9970.84,7492.36,4.9,255.3
10.26,9970.97,7495.05,4.92,255.33
10.27,9986.64,7497.89,4.92,255.3
10.28,9982.89,7508.06,4.93,255.34
10.29,10006.45,7524.2,4.93,255.31
10.3,10018.24,7521.21,4.97,255.3
10.31,10018.37,7532.71,4.97,255.33
10.32,10026.27,7529.14,4.94,255.33
10.33,10034.17,7534.96,4.94,255.33
10.34,10057.73,7553.64,4.95,255.3
10.35,10069.51,7550.8,4.96,255.29
10.36,10061.89,7561.42,4.96,255.34
10.37,10073.67,7569.5,4.92,255.33
10.38,10093.21,7575.03,4.92,255.29
10.39,10093.49,7580.7,4.96,255.34
10.4,10105.27,7602.37,4.96,255.33
10.41,10117.04,7599.83,4.95,255.31
10.42,10117.19,7599.24,4.95,255.34
10.43,10125.09,7599.53,4.95,255.34
10.44,10144.76,7624.04,4.97,255.33
10.45,10152.66,7624.04,4.97,255.33
10.46,10164.44,7628.98,4.97,255.31
10.47,10172.34,7640.18,4.97,255.31
10.48,10172.49,7647.66,4.97,255.34
10.49,10196.04,7648.4,4.95,255.31
10.5,10196.19,7661.7,4.98,255.34
10.51,10207.96,7672.02,4.98,255.33
10.52,10215.86,7672.18,4.96,255.33
10.53,10223.76,7675.16,4.96,255.33
10.54,10243.43,7688.47,4.95,255.31
10.55,10231.97,7694.28,4.99,255.38
10.56,10251.8,7696.68,4.99,255.34
10.57,10271,7707.74,4.99,255.3
10.58,10283.09,7715.52,4.95,255.29
10.59,10287.27,7726.42,4.99,255.33
10.6,10298.73,7728.38,4.99,255.31
10.61,10303.07,7725.83,4.99,255.33
10.62,10310.65,7745.26,4.99,255.33
10.63,10318.87,7753.62,5,255.33
10.64,10334.67,7755.72,5,255.33
10.65,10346.12,7752.74,5,255.31
10.66,10346.6,7766.49,5,255.34
10.67,10361.92,7769.77,4.98,255.31
10.68,10362.4,7780.09,4.98,255.34
10.69,10378.2,7777.54,5.02,255.34
10.7,10386.1,7793.82,5.05,255.34
10.71,10397.87,7793.09,5.05,255.33
10.72,10409.63,7801.32,4.99,255.31
10.73,10409.8,7815.07,4.99,255.34
10.74,10433.33,7821.32,5.04,255.31
10.75,10441.23,7826.85,5.04,255.31
10.76,10437.54,7828.81,4.99,255.36
10.77,10453.16,7841.97,4.99,255.33
10.78,10464.92,7847.2,5.01,255.31
10.79,10476.86,7854.98,5.01,255.33
10.8,10480.9,7866.18,5.01,255.34
10.81,10484.94,7871.85,5.04,255.36
10.82,10496.7,7874.69,5.04,255.34
10.83,10516.18,7884.86,5.08,255.3
10.84,10531.98,7893.37,5.08,255.3
10.85,10528.3,7893.52,5.05,255.34
10.86,10540.06,7901.01,5.05,255.33
10.87,10547.96,7917.01,5.01,255.33
10.88,10555.86,7908.94,5.01,255.33
10.89,10563.94,7919.69,5.04,255.36
10.9,10571.84,7927.62,5.05,255.36
10.91,10595.17,7938.67,5.05,255.3
10.92,10595.35,7941.66,5.06,255.33
10.93,10607.11,7947.19,5.06,255.31
10.94,10622.91,7955.41,5.05,255.31
10.95,10627.27,7965.73,5.05,255.33
10.96,10638.71,7965.57,5.08,255.31
10.97,10635.04,7970.81,5.08,255.36
10.98,10654.51,7981.27,5.08,255.31
10.99,10674.16,7992.33,5.08,255.3
11,10674.35,7997.42,5.08,255.33
11.01,10682.25,8006.09,5.05,255.33
11.02,10702.02,8011.17,5.05,255.29
11.03,10706.07,8016.84,5.1,255.3
11.04,10721.87,8025.21,5.1,255.3
11.05,10725.91,8035.38,5.07,255.31
11.06,10737.67,8033.28,5.07,255.3
11.07,10745.56,8046.44,5.09,255.3
11.08,10741.91,8046.44,5.09,255.34
11.09,10769.26,8063.02,5.09,255.3
11.1,10784.86,8074.38,5.08,255.27
11.11,10796.61,8065.27,5.08,255.26
11.12,10789.11,8071.24,5.08,255.31
11.13,10793.16,8078.88,5.06,255.33
11.14,10820.5,8097.56,5.1,255.29
11.15,10820.7,8111.16,5.1,255.31
11.16,10824.76,8108.47,5.1,255.33
11.17,10832.66,8111.45,5.1,255.33
11.18,10840.56,8124.61,5.09,255.33
11.19,10864.05,8127.3,5.09,255.3
11.2,10879.64,8132.68,5.09,255.27
11.21,10876,8132.83,5.09,255.31
11.22,10883.9,8151.67,5.08,255.31
11.23,10891.8,8167.51,5.08,255.31
11.24,10911.23,8157.19,5.12,255.27
11.25,10911.65,8170.19,5.14,255.33
11.26,10915.71,8180.96,5.14,255.34
11.27,10938.98,8180.81,5.14,255.29
11.28,10943.04,8194.26,5.14,255.3
11.29,10943.25,8199.06,5.11,255.33
11.3,10962.89,8208.16,5.11,255.31
11.31,10982.32,8216.09,5.11,255.27
11.32,10979,8215.35,5.11,255.31
11.33,10978.91,8218.63,5.13,255.34
11.34,10990.96,8227.14,5.13,255.33
11.35,11025.96,8232.97,5.11,255.26
11.36,11022.02,8242.4,5.13,255.3
11.37,11034.08,8250.91,5.13,255.29
11.38,11033.98,8253.75,5.13,255.31
11.39,11034.52,8260.02,5.13,255.34
11.4,11065.67,8269.74,5.15,255.29
11.41,11058.22,8271.99,5.15,255.34
11.42,11073.8,8280.65,5.16,255.31
11.43,11077.86,8285.15,5.16,255.33
11.44,11093.43,8296.35,5.15,255.3
11.45,11101.56,8304.28,5.17,255.33
11.46,11105.62,8306.97,5.17,255.34
11.47,11121.19,8320.42,5.17,255.31
11.48,11129.09,8323.4,5.17,255.31
11.49,11136.99,8331.33,5.18,255.31
11.5,11152.79,8344.78,5.18,255.31
11.51,11164.52,8345.08,5.17,255.3
11.52,11160.92,8344.78,5.17,255.34
11.53,11161.15,8353.3,5.15,255.37
11.54,11188.22,8355.55,5.15,255.3
11.55,11184.86,8371.98,5.18,255.37
11.56,11192.76,8379.76,5.17,255.37
11.57,11208.32,8382.74,5.17,255.34
11.58,11220.05,8390.23,5.17,255.33
11.59,11208.8,8388.27,5.17,255.4
11.6,11239.92,8406.96,5.17,255.34
11.61,11251.65,8415.18,5.17,255.33
11.62,11267.21,8415.03,5.18,255.3
11.63,11263.62,8429.07,5.18,255.34
11.64,11267.69,8423.1,5.17,255.36
11.65,11279.66,8442.23,5.2,255.37
11.66,11291.39,8449.86,5.2,255.36
11.67,11295.46,8458.37,5.19,255.37
11.68,11303.36,8458.37,5.19,255.37
11.69,11318.92,8467.33,5.19,255.34
11.7,11319.42,8478.09,5.19,255.4
11.71,11338.79,8483.17,5.21,255.36
11.72,11358.17,8485.57,5.21,255.31
11.73,11350.77,8488.85,5.23,255.37
11.74,11370.14,8504.99,5.23,255.33
11.75,11370.65,8509.49,5.22,255.38
11.76,11386.51,8520.4,5.22,255.36
11.77,11382.63,8529.06,5.22,255.4
11.78,11398.49,8534.15,5.22,255.37
11.79,11409.89,8544.61,5.21,255.36
11.8,11429.51,8541.92,5.23,255.34
11.81,11433.91,8558.65,5.23,255.36
11.82,11437.99,8563.44,5.24,255.37
11.83,11457.35,8566.43,5.24,255.33
11.84,11453.79,8582.57,5.23,255.37
11.85,11484.87,8595.73,5.23,255.31
11.86,11473.67,8593.48,5.23,255.38
11.87,11489.21,8612.46,5.24,255.36
11.88,11500.93,8618.58,5.24,255.34
11.89,11501.19,8631.59,5.24,255.37
11.9,11520.81,8645.19,5.25,255.36
11.91,11536.35,8647.28,5.29,255.33
11.92,11540.43,8655.8,5.29,255.34
11.93,11540.7,8661.33,5.28,255.37
11.94,11567.68,8668.96,5.28,255.3
11.95,11572.03,8687.94,5.26,255.34
11.96,11587.56,8698.85,5.26,255.31
11.97,11595.46,8693.32,5.28,255.31
11.98,11610.99,8706.48,5.28,255.29
11.99,11626.52,8717.39,5.29,255.26
12,11619.43,8725.02,5.27,255.34
12.01,11631.14,8736.22,5.27,255.33
12.02,11650.48,8741.31,5.26,255.29
12.03,11658.38,8746.69,5.26,255.29
12.04,11666.28,8752.36,5.31,255.29
12.05,11686.2,8768.36,5.29,255.27
12.06,11682.35,8779.56,5.29,255.31
12.07,11690.56,8779.42,5.29,255.31
12.08,11701.96,8782.25,5.33,255.3
12.09,11706.36,8797.8,5.33,255.31
12.1,11733.28,8807.97,5.34,255.27
12.11,11737.37,8816.49,5.3,255.29
12.12,11741.77,8816.35,5.3,255.3
12.13,11745.54,8835.47,5.3,255.31
12.14,11757.57,8835.18,5.3,255.3
12.15,11773.37,8846.54,5.28,255.3
12.16,11773.65,8851.77,5.28,255.33
12.17,11800.59,8862.68,5.29,255.26
12.18,11797.06,8862.68,5.29,255.3
12.19,11812.58,8873.14,5.33,255.27
12.2,11824.57,8895.26,5.3,255.29
12.21,11824.85,8894.96,5.3,255.31
12.22,11844.17,8903.18,5.32,255.27
12.23,11844.45,8908.12,5.32,255.3
12.24,11856.16,8916.18,5.36,255.29
12.25,11864.35,8926.35,5.36,255.31
12.26,11876.05,8939.81,5.34,255.3
12.27,11887.75,8940.55,5.34,255.29
12.28,11891.85,8951.01,5.36,255.3
12.29,11899.75,8954,5.36,255.3
12.3,11923.15,8974.94,5.34,255.27
12.31,11931.05,8986.58,5.36,255.27
12.32,11935.14,8985.84,5.36,255.29
12.33,11943.04,8993.77,5.36,255.29
12.34,11958.55,8996.75,5.36,255.26
12.35,11970.54,9008.39,5.38,255.27
12.36,11978.44,9021.4,5.38,255.27
12.37,11974.94,9020.67,5.38,255.31
12.38,11990.43,9029.03,5.38,255.29
12.39,12005.93,9039.79,5.41,255.26
12.4,12021.73,9050.12,5.39,255.26
12.41,12022.03,9053.25,5.39,255.29
12.42,12033.73,9067.74,5.37,255.27
12.43,12049.22,9072.82,5.37,255.25
12.44,12057.12,9081.18,5.4,255.25
12.45,12069.12,9094.49,5.4,255.26
12.46,12073.22,9110.63,5.4,255.27
12.47,12088.71,9102.12,5.4,255.25
12.48,12100.72,9105.1,5.42,255.23
12.49,12104.5,9121.68,5.42,255.25
12.5,12120.3,9134.25,5.42,255.25
12.51,12139.9,9141.89,5.39,255.21
12.52,12139.89,9153.09,5.39,255.23
12.53,12151.9,9160.72,5.41,255.22
12.54,12159.48,9166.54,5.41,255.22
12.55,12186.66,9177.3,5.42,255.18
12.56,12179.69,9182.24,5.42,255.23
12.57,12202.77,9193.59,5.42,255.18
12.58,12210.66,9198.68,5.42,255.18
12.59,12222.35,9206.9,5.43,255.16
12.6,12226.76,9220.2,5.44,255.21
12.61,12238.45,9222.74,5.44,255.19
12.62,12246.35,9225.73,5.42,255.19
12.63,12246.66,9244.42,5.42,255.22
12.64,12273.52,9252.05,5.42,255.15
12.65,12281.72,9252.63,5.45,255.18
12.66,12285.83,9273.72,5.43,255.19
12.67,12297.52,9271.18,5.43,255.18
12.68,12305.41,9281.64,5.46,255.18
12.69,12305.73,9281.2,5.46,255.21
12.7,12329.1,9302.88,5.42,255.18
12.71,12333.21,9310.95,5.43,255.19
12.72,12352.47,9306.01,5.43,255.15
12.73,12356.58,9311.09,5.43,255.16
12.74,12372.05,9319.75,5.45,255.14
12.75,12384.05,9335.6,5.46,255.15
12.76,12388.16,9338.44,5.46,255.16
12.77,12396.05,9343.23,5.45,255.16
12.78,12411.52,9348.61,5.45,255.14
12.79,12415.63,9364.75,5.46,255.15
12.8,12415.95,9370.43,5.46,255.18
12.81,12446.89,9364.9,5.48,255.12
